,QLD,Macro_State,Holdings,Strategy_Equity,QLD_Equity
8/13/2024,45.61663437,Invest,QLD,1874854.654,487786.3797
8/14/2024,45.65151978,Invest,QLD,1876288.453,488159.4153
8/15/2024,47.93409729,Invest,QLD,1970102.938,512567.4024
8/16/2024,48.01882172,Invest,QLD,1973585.133,513473.375
8/19/2024,49.27972031,Invest,QLD,2025408.368,526956.3767
8/20/2024,49.06043243,Invest,QLD,2016395.584,524611.4943
8/21/2024,49.53389359,Invest,QLD,2035854.951,529674.2945
8/22/2024,47.9241333,Invest,QLD,1969693.416,512460.8557
8/23/2024,48.95578003,Invest,QLD,2012094.345,523492.4285
8/26/2024,47.98892212,Invest,QLD,1972356.252,513153.6535
8/27/2024,48.272995,Invest,QLD,1984031.716,516191.2928
8/28/2024,47.15662766,Invest,QLD,1938148.749,504253.7882
8/29/2024,47.01209641,Invest,QLD,1932208.48,502708.2911
8/30/2024,48.11850357,Invest,QLD,1977682.081,514539.2899
9/3/2024,45.16311264,Invest,QLD,1856214.802,482936.7952
9/4/2024,44.92389297,Invest,QLD,1846382.816,480378.7789
9/5/2024,45.0135994,Invest,QLD,1850069.772,481338.0249
9/6/2024,42.58151245,Invest,QLD,1750110.413,455331.3082
9/9/2024,43.64803314,Invest,QLD,1793944.67,466735.7941
9/10/2024,44.44046021,Invest,QLD,1826513.613,475209.3507
9/11/2024,46.33430099,Invest,QLD,1904350.925,495460.5102
9/12/2024,47.2812233,Invest,QLD,1943269.66,505586.1105
9/13/2024,47.6599884,Invest,QLD,1958836.997,509636.3097
9/16/2024,47.22639465,Invest,QLD,1941016.189,504999.8184
9/17/2024,47.2762413,Invest,QLD,1943064.899,505532.8371
9/18/2024,46.83267593,Invest,QLD,1924834.255,500789.7176
9/19/2024,49.22489548,Invest,QLD,2023155.055,526370.1255
9/20/2024,49.00062561,Invest,QLD,2013937.509,523971.9699
9/23/2024,49.25978088,Invest,QLD,2024588.853,526743.161
9/24/2024,49.72826385,Invest,QLD,2043843.616,531752.7286
9/25/2024,49.84842682,Invest,QLD,2048782.343,533037.6515
9/26/2024,50.55648804,Invest,QLD,2077883.829,540609.0698
9/27/2024,49.96311569,Invest,QLD,2053496.083,534264.039
9/30/2024,50.21242905,Invest,QLD,2063742.922,536929.9889
10/1/2024,48.79132843,Invest,QLD,2005335.344,521733.9198
10/2/2024,48.95588303,Invest,QLD,2012098.578,523493.5299
10/3/2024,48.876091,Invest,QLD,2008819.106,522640.3003
10/4/2024,50.03791428,Invest,QLD,2056570.323,535063.8729
10/7/2024,48.9109993,Invest,QLD,2010253.846,523013.5806
10/8/2024,50.37199783,Invest,QLD,2070301.237,538636.2848
10/9/2024,51.15485001,Invest,QLD,2102476.65,547007.4554
10/10/2024,51.04515076,Invest,QLD,2097967.985,545834.4228
10/11/2024,51.1498642,Invest,QLD,2102271.732,546954.1413
10/14/2024,52.00751877,Invest,QLD,2137521.542,556125.1866
10/15/2024,50.61134338,Invest,QLD,2080138.397,541195.6472
10/16/2024,50.626297,Invest,QLD,2080752.994,541355.5488
10/17/2024,50.70608139,Invest,QLD,2084032.152,542208.6968
10/18/2024,51.32439041,Invest,QLD,2109444.802,548820.3796
10/21/2024,51.51885223,Invest,QLD,2117437.229,550899.7927
10/22/2024,51.61858368,Invest,QLD,2121536.216,551966.2379
10/23/2024,50.02295303,Invest,QLD,2055955.412,534903.8898
10/24/2024,50.82575607,Invest,QLD,2088950.81,543488.3983
10/25/2024,51.4091568,Invest,QLD,2112928.721,549726.8009
10/28/2024,51.42910004,Invest,QLD,2113748.393,549940.0574
10/29/2024,52.40143585,Invest,QLD,2153711.628,560337.4085
10/30/2024,51.60860443,Invest,QLD,2121126.066,551859.5281
10/31/2024,49.00574112,Invest,QLD,2014147.758,524026.6709
11/1/2024,49.68886948,Invest,QLD,2042224.498,531331.4779
11/4/2024,49.37971497,Invest,QLD,2029518.173,528025.6365
11/5/2024,50.64125824,Invest,QLD,2081367.905,541515.5319
11/6/2024,53.39371872,Invest,QLD,2194494.693,570948.0569
11/7/2024,55.07411194,Invest,QLD,2263559.259,588916.7856
11/8/2024,55.14891052,Invest,QLD,2266633.499,589716.6194
11/11/2024,55.07910156,Invest,QLD,2263764.334,588970.1404
11/12/2024,54.88463593,Invest,QLD,2255771.75,586890.6866
11/13/2024,54.73005676,Invest,QLD,2249418.508,585237.7454
11/14/2024,53.94221878,Invest,QLD,2217038.178,576813.2607
11/15/2024,51.33435822,Invest,QLD,2109854.481,548926.9671
11/18/2024,52.06734848,Invest,QLD,2139980.557,556764.9558
11/19/2024,52.76044846,Invest,QLD,2168467.133,564176.391
11/20/2024,52.69563293,Invest,QLD,2165803.199,563483.3076
11/21/2024,53.0795784,Invest,QLD,2181583.451,567588.9014
11/22/2024,53.21421051,Invest,QLD,2187116.863,569028.5453
11/25/2024,53.37876892,Invest,QLD,2193880.253,570788.1962
11/26/2024,53.93722534,Invest,QLD,2216832.946,576759.865
11/27/2024,53.0795784,Invest,QLD,2181583.451,567588.9014
11/29/2024,53.95717239,Invest,QLD,2217652.775,576973.1622
12/2/2024,55.13394928,Invest,QLD,2266018.588,589556.6363
12/3/2024,55.48299026,Invest,QLD,2280364.257,593288.9905
12/4/2024,56.83429337,Invest,QLD,2335903.14,607738.703
12/5/2024,56.52015305,Invest,QLD,2322991.897,604379.5475
12/6/2024,57.5074501,Invest,QLD,2363570.043,614936.8817
12/9/2024,56.58498383,Invest,QLD,2325656.458,605072.794
12/10/2024,56.17110825,Invest,QLD,2308646.072,600647.1525
12/11/2024,58.19556427,Invest,QLD,2391851.701,622295.0028
12/12/2024,57.43265533,Invest,QLD,2360495.96,614137.0886
12/13/2024,58.28033066,Invest,QLD,2395335.62,623201.4241
12/16/2024,59.96073151,Invest,QLD,2464400.5,641170.2344
12/17/2024,59.42719269,Invest,QLD,2442471.926,635465.0136
12/18/2024,55.13894272,Invest,QLD,2266223.82,589610.032
12/19/2024,54.60540009,Invest,QLD,2244295.089,583904.7705
12/20/2024,55.57275009,Invest,QLD,2284053.407,594248.8076
12/23/2024,56.61597061,Invest,QLD,2326930.022,605404.1409
12/24/2024,58.1426239,Invest,QLD,2389675.839,621728.9025
12/26/2024,58.03784943,Invest,QLD,2385369.584,620608.5314
12/27/2024,56.45632172,Invest,QLD,2320368.414,603696.9883
12/30/2024,54.94462585,Invest,QLD,2258237.35,587532.1689
12/31/2024,54.0016861,Invest,QLD,2219482.299,577449.1548
1/2/2025,53.76221466,Invest,QLD,2209639.965,574888.4462
1/3/2025,55.51836777,Invest,QLD,2281818.281,593667.2882
1/6/2025,56.7806015,Invest,QLD,2333696.391,607164.5668
1/7/2025,54.73508453,Invest,QLD,2249625.151,585291.5082
1/8/2025,54.7450676,Invest,QLD,2250035.458,585398.2588
1/10/2025,52.99888992,Invest,QLD,2178267.135,566726.0858
1/13/2025,52.66960907,Invest,QLD,2164733.612,563205.03
1/14/2025,52.54487991,Invest,QLD,2159607.214,561871.2801
1/15/2025,54.91968155,Invest,QLD,2257212.133,587265.4353
1/16/2025,54.18628693,Invest,QLD,2227069.438,579423.1227
1/17/2025,55.97237396,Invest,QLD,2300478.044,598522.0531
1/21/2025,56.5760498,Invest,QLD,2325289.267,604977.2609
1/22/2025,58.0528183,Invest,QLD,2385984.808,620768.596
1/23/2025,58.30725861,Invest,QLD,2396442.366,623489.3692
1/24/2025,57.61876678,Invest,QLD,2368145.186,616127.2098
1/27/2025,54.21123505,Invest,QLD,2228094.811,579689.8972
1/28/2025,55.842659,Invest,QLD,2295146.728,597134.9891
1/29/2025,55.61815262,Invest,QLD,2285919.462,594734.3045
1/30/2025,56.08213425,Invest,QLD,2304989.219,599695.7385
1/31/2025,55.88257217,Invest,QLD,2296787.169,597561.7874
2/3/2025,54.99451828,Invest,QLD,2260287.941,588065.6771
2/4/2025,56.33657455,Invest,QLD,2315446.776,602416.5116
2/5/2025,56.83049774,Invest,QLD,2335747.138,607698.1157
2/6/2025,57.40423965,Invest,QLD,2359328.069,613833.2349
2/7/2025,55.95241547,Invest,QLD,2299657.746,598308.6336
2/10/2025,57.26953125,Invest,QLD,2353791.521,612392.7752
2/11/2025,57.00012589,Invest,QLD,2342718.896,609511.9782
2/12/2025,57.06497574,Invest,QLD,2345384.241,610205.4286
2/13/2025,58.69141769,Invest,QLD,2412231.396,627597.2472
2/14/2025,59.14043427,Invest,QLD,2430686.086,632398.6574
2/18/2025,59.3998642,Invest,QLD,2441348.718,635172.7854
2/19/2025,59.42980194,Invest,QLD,2442579.167,635492.9148
2/20/2025,58.9009552,Invest,QLD,2420843.438,629837.8672
2/21/2025,56.44633484,Invest,QLD,2319957.951,603590.1969
2/24/2025,55.08432007,Invest,QLD,2263978.816,589025.9428
2/25/2025,53.68737793,Invest,QLD,2206564.158,574088.2044
2/26/2025,53.9318428,Invest,QLD,2216611.723,576702.3086
2/27/2025,50.95835876,Blackout period,CASH,2216831.167,544906.3413
2/28/2025,52.52992249,Blackout period,CASH,2217050.633,561711.3378
3/3/2025,50.28483963,Blackout period,CASH,2217270.121,537704.2874
3/4/2025,49.9156456,Blackout period,CASH,2217489.631,533756.4333
3/5/2025,51.22278214,Blackout period,CASH,2217709.163,547733.8652
3/6/2025,48.40395355,Blackout period,CASH,2217928.716,517591.6547
3/7/2025,49.07249069,Blackout period,CASH,2218148.291,524740.4354
3/10/2025,45.3556366,Blackout period,CASH,2218367.887,484995.4865
3/11/2025,45.02635956,Blackout period,CASH,2218587.506,481474.4715
3/12/2025,46.0640831,Blackout period,CASH,2218807.146,492571.0246
3/13/2025,44.3777771,Blackout period,CASH,2219026.808,474539.0696
3/14/2025,46.49314117,Blackout period,CASH,2219246.492,497159.0151
3/17/2025,47.09183121,Blackout period,CASH,2219466.197,503560.9088
3/18/2025,45.50031281,Blackout period,CASH,2219685.924,486542.5336
3/19/2025,46.65778351,Blackout period,CASH,2219905.673,498919.5634
3/20/2025,46.34845352,Blackout period,CASH,2220125.444,495611.8456
3/21/2025,46.67773819,Blackout period,CASH,2220345.236,499132.9422
3/24/2025,48.6434288,Blackout period,CASH,2220565.05,520152.4041
3/25/2025,49.22216797,Blackout period,CASH,2220784.886,526340.9598
3/26/2025,47.4136467,Blackout period,CASH,2221004.744,507002.1363
3/27/2025,46.84973526,Blackout period,CASH,2221224.623,500972.1359
3/28/2025,44.38448334,Blackout period,CASH,2221444.525,474610.7806
3/31/2025,44.35454178,Blackout period,CASH,2221664.448,474290.6104
4/1/2025,45.04820251,Blackout period,CASH,2221884.392,481708.0418
4/2/2025,45.70693207,Blackout period,CASH,2222104.359,488751.9483
4/3/2025,40.82135391,Blackout period,CASH,2222324.347,436509.6355
4/4/2025,35.83595657,Blackout period,CASH,2222544.357,383199.9393
4/7/2025,35.94075394,Blackout period,CASH,2222764.389,384320.5552
4/8/2025,34.60332489,Blackout period,CASH,2222984.443,370019.2004
4/9/2025,42.73266602,Blackout period,CASH,2223204.518,456947.6188
4/10/2025,39.23939514,Blackout period,CASH,2223424.616,419593.483
4/11/2025,40.62672424,Blackout period,CASH,2223644.735,434428.4275
4/14/2025,41.1906395,Blackout period,CASH,2223864.876,440458.4687
4/15/2025,41.2854538,Blackout period,CASH,2224085.038,441472.334
4/16/2025,38.80523682,Blackout period,CASH,2224305.223,414950.9547
4/17/2025,38.74534607,Blackout period,CASH,2224525.429,414310.5328
4/21/2025,36.84899902,Blackout period,CASH,2224745.657,394032.5734
4/22/2025,38.73038101,Blackout period,CASH,2224965.907,414150.5089
4/23/2025,40.45205688,Invest,QLD,2323871.985,432560.6799
4/24/2025,42.75262451,Invest,QLD,2456033.984,457161.0383
4/25/2025,43.69581223,Invest,QLD,2510217.817,467246.704
4/28/2025,43.67584229,Invest,QLD,2509070.593,467033.1621
4/29/2025,44.21480942,Invest,QLD,2540032.94,472796.4287
4/30/2025,44.20483017,Invest,QLD,2539459.656,472689.7189
5/1/2025,45.28774261,Invest,QLD,2601670.334,484269.4846
5/2/2025,46.68005753,Invest,QLD,2681655.43,499157.7433
5/5/2025,46.13111877,Invest,QLD,2650120.237,493287.8484
5/6/2025,45.28274918,Invest,QLD,2601383.474,484216.089
5/7/2025,45.62209702,Invest,QLD,2620878.179,487844.7928
5/8/2025,46.53034973,Invest,QLD,2673055.082,497556.8925
5/9/2025,46.4505043,Invest,QLD,2668468.157,496703.0918
5/12/2025,50.23321533,Invest,QLD,2885775.677,537152.2601
5/13/2025,51.74530029,Invest,QLD,2972641.27,553321.2401
5/14/2025,52.36410904,Invest,QLD,3008190.323,559938.2666
5/15/2025,52.47888947,Invest,QLD,3014784.178,561165.6331
5/16/2025,52.92802048,Invest,QLD,3040585.659,565968.2669
5/19/2025,53.00287628,Invest,QLD,3044885.942,566768.7126
5/20/2025,52.62360764,Invest,QLD,3023097.884,562713.129
5/21/2025,51.16142654,Invest,QLD,2939099.147,547077.7794
5/22/2025,51.35106277,Invest,QLD,2949993.286,549105.5916
5/23/2025,50.37294769,Invest,QLD,2893802.961,538646.4418
5/27/2025,52.71343613,Invest,QLD,3028258.312,563673.6802
5/28/2025,52.2643013,Invest,QLD,3002456.612,558871.0056
5/29/2025,52.45393753,Invest,QLD,3013350.75,560898.8178
5/30/2025,52.2643013,Invest,QLD,3002456.612,558871.0056
6/2/2025,53.06774902,Invest,QLD,3048612.723,567462.4078
6/3/2025,53.91112518,Invest,QLD,3097062.626,576480.7716
6/4/2025,54.19058609,Invest,QLD,3113116.974,579469.0943
6/5/2025,53.34222031,Invest,QLD,3064380.429,570397.3757
6/6/2025,54.37023926,Invest,QLD,3123437.61,581390.156
6/9/2025,54.51995468,Invest,QLD,3132038.396,582991.0883
6/10/2025,55.24855042,Invest,QLD,3173894.443,590782.0857
6/11/2025,54.86429214,Invest,QLD,3151819.743,586673.147
6/12/2025,55.11381531,Invest,QLD,3166154.24,589341.3404
6/13/2025,53.70153427,Invest,QLD,3085022.14,574239.5806
6/16/2025,55.17868423,Invest,QLD,3169880.801,590034.9947
6/17/2025,54.08080292,Invest,QLD,3106810.198,578295.1643
6/18/2025,54.05584717,Invest,QLD,3105376.551,578028.3083
6/20/2025,53.57178116,Invest,QLD,3077568.14,572852.1087
6/23/2025,54.68962479,Invest,QLD,3141785.529,584805.3995
6/24/2025,56.34643555,Invest,QLD,3236965.266,602521.9569
6/25/2025,56.61821365,Invest,QLD,3252578.255,605428.1261
6/26/2025,57.68732834,Invest,QLD,3313996.286,616860.3501
6/27/2025,58.0670166,Invest,QLD,3335808.45,620920.4208
6/30/2025,58.8064003,Invest,QLD,3378284.24,628826.7757
7/1/2025,57.78225327,Invest,QLD,3319449.491,617875.3984
7/2/2025,58.59657669,Invest,QLD,3366230.385,626583.0964
7/3/2025,59.69566345,Invest,QLD,3429370.238,638335.8168
7/7/2025,58.80140686,Invest,QLD,3377997.379,628773.38
7/8/2025,58.8463707,Invest,QLD,3380580.442,629254.1859
7/9/2025,59.67568588,Invest,QLD,3428222.576,638122.1933
7/10/2025,59.48584366,Invest,QLD,3417316.603,636092.1783
7/11/2025,59.20107269,Invest,QLD,3400957.206,633047.0742
7/14/2025,59.60573959,Invest,QLD,3424204.332,637374.2458
7/15/2025,59.70066452,Invest,QLD,3429657.538,638389.2941
7/16/2025,59.83055878,Invest,QLD,3437119.646,639778.2754
7/17/2025,60.7897644,Invest,QLD,3492223.669,650035.2232
7/18/2025,60.63489151,Invest,QLD,3483326.599,648379.1412
7/21/2025,61.25937653,Invest,QLD,3519201.74,655056.865
7/22/2025,60.61490631,Invest,QLD,3482178.498,648165.436
7/23/2025,61.15945816,Invest,QLD,3513461.673,653988.421
7/24/2025,61.42923737,Invest,QLD,3528959.831,656873.2157
7/25/2025,61.6740303,Invest,QLD,3543022.588,659490.8278
7/28/2025,62.06371689,Invest,QLD,3565409.132,663657.8124
7/29/2025,61.87886429,Invest,QLD,3554789.801,661681.1523
7/30/2025,62.02374649,Invest,QLD,3563112.93,663230.4022
7/31/2025,61.33431244,Invest,QLD,3523506.625,655858.1674
8/1/2025,58.88634109,Invest,QLD,3382876.643,629681.5961
8/4/2025,61.04954529,Invest,QLD,3507147.447,652813.1041
8/5/2025,60.20524979,Invest,QLD,3458644.73,643784.9097
8/6/2025,61.71899414,Invest,QLD,3545605.651,659971.6338
8/7/2025,62.13365555,Invest,QLD,3569426.937,664405.6783
8/8/2025,63.25772476,Invest,QLD,3634001.971,676425.5403
8/11/2025,62.84806442,Invest,QLD,3610467.984,672044.9731
8/12/2025,64.4467392,Invest,QLD,3702307.95,689139.8727
8/13/2025,64.4967041,Invest,QLD,3705178.312,689674.1558
8/14/2025,64.38179016,Invest,QLD,3698576.786,688445.3616
8/15/2025,63.77729416,Invest,QLD,3663849.965,681981.3837
8/18/2025,63.73732758,Invest,QLD,3661553.983,681554.0143
8/19/2025,61.98877335,Invest,QLD,3561103.808,662856.4285
8/20/2025,61.23439789,Invest,QLD,3517766.778,654789.7642
8/21/2025,60.67485428,Invest,QLD,3485622.363,648806.4698
8/22/2025,62.51833725,Invest,QLD,3591525.962,668519.1447
8/25/2025,62.14364243,Invest,QLD,3570000.659,664512.4697
8/26/2025,62.64323044,Invest,QLD,3598700.771,669854.6487
8/27/2025,62.81808472,Invest,QLD,3608745.723,671724.3951
8/28/2025,63.58245468,Invest,QLD,3652656.913,679897.9322
8/29/2025,62.05871582,Invest,QLD,3565121.832,663604.3351
9/2/2025,61.02956772,Invest,QLD,3505999.785,652599.4806
9/3/2025,61.95879364,Invest,QLD,3559381.547,662535.8504
9/4/2025,63.08786392,Invest,QLD,3624243.88,674609.1897
9/5/2025,63.22774887,Invest,QLD,3632279.929,676105.0031
9/8/2025,63.84723663,Invest,QLD,3667867.99,682729.2904
9/9/2025,64.19195557,Invest,QLD,3687671.252,686415.4282
9/10/2025,64.23191833,Invest,QLD,3689967.015,686842.7568
9/11/2025,64.96131897,Invest,QLD,3731869.302,694642.3611
9/12/2025,65.52084351,Invest,QLD,3764012.622,700625.4515
9/15/2025,66.6349411,Invest,QLD,3828014.811,712538.6853
9/16/2025,66.48505402,Invest,QLD,3819404.164,710935.9175
9/17/2025,66.20029449,Invest,QLD,3803045.424,707890.9357
9/18/2025,67.42427826,Invest,QLD,3873360.305,720979.201
9/19/2025,68.30355072,Invest,QLD,3923872.363,730381.41
9/22/2025,69.09790039,Invest,QLD,3969505.814,738875.5252
9/23/2025,68.16366577,Invest,QLD,3915836.314,728885.5966
9/24/2025,67.68942261,Invest,QLD,3888592.201,723814.4343
9/25/2025,67.0797348,Invest,QLD,3853567.124,717294.9395
9/26/2025,67.61946106,Invest,QLD,3884573.081,723066.3236
9/29/2025,68.22414398,Invest,QLD,3919310.64,729532.3003
9/30/2025,68.56395721,Invest,QLD,3938832.081,733165.9806
10/1/2025,69.22361755,Invest,QLD,3976727.958,740219.8401
10/2/2025,69.7833252,Invest,QLD,4008881.797,746204.8885
10/3/2025,69.15365601,Invest,QLD,3972708.838,739471.7295
10/6/2025,70.19809723,Invest,QLD,4032709.438,750640.116
10/7/2025,69.44350433,Invest,QLD,3989359.917,742571.1266
10/8/2025,71.02266693,Invest,QLD,4080078.956,759457.3791
10/9/2025,70.83776855,Invest,QLD,4069456.995,757480.2295
10/10/2025,65.87037659,Invest,QLD,3784092.445,704363.0678
10/13/2025,68.67890167,Invest,QLD,3945435.36,734395.1011
10/14/2025,67.76438904,Invest,QLD,3892898.84,724616.063
10/15/2025,68.68389893,Invest,QLD,3945722.44,734448.5377
10/16/2025,68.17416382,Invest,QLD,3916439.401,728997.854
10/17/2025,69.0437088,Invest,QLD,3966392.639,738296.0454
10/20/2025,70.76780701,Invest,QLD,4065437.875,756732.1189
10/21/2025,70.72782135,Invest,QLD,4063140.797,756304.5455
10/22/2025,69.32356262,Invest,QLD,3982469.558,741288.5696
10/23/2025,70.51293945,Invest,QLD,4050796.356,754006.777
10/24/2025,71.95217896,Invest,QLD,4133477.155,769396.8083
10/27/2025,74.53082275,Invest,QLD,4281613.95,796970.6821
10/28/2025,75.65523529,Invest,QLD,4346208.707,808994.2154
10/29/2025,76.34487152,Invest,QLD,4385826.626,816368.6121
10/30/2025,73.98610687,Invest,QLD,4250321.351,791145.9431
10/31/2025,74.700737,Invest,QLD,4291375.109,798787.6039
11/3/2025,75.37039185,Invest,QLD,4329845.147,805948.3364
11/4/2025,72.28200531,Invest,QLD,4152424.874,772923.6972
11/5/2025,73.23150635,Invest,QLD,4206971.392,783076.8723
11/6/2025,70.49294281,Invest,QLD,4049647.598,753792.9496
11/7/2025,70.01819611,Invest,QLD,4022374.558,748716.4029
11/10/2025,73.086586,Blackout period,CASH,4022772.773,781527.2145
11/11/2025,72.69678497,Blackout period,CASH,4023171.027,777359.0062
11/12/2025,72.57185364,Blackout period,CASH,4023569.321,776023.0944
11/13/2025,69.58842468,Blackout period,CASH,4023967.655,744120.7844
11/14/2025,69.65838623,Blackout period,CASH,4024366.028,744868.895
11/17/2025,68.46401978,Blackout period,CASH,4024764.44,732097.3327
11/18/2025,66.79988861,Blackout period,CASH,4025162.892,714302.4969
11/19/2025,67.55948639,Blackout period,CASH,4025561.383,722425.0044
11/20/2025,64.3761673,Blackout period,CASH,4025959.913,688385.2354
11/21/2025,65.32566071,Blackout period,CASH,4026358.483,698538.3289
11/24/2025,68.69389343,Blackout period,CASH,4026757.093,734555.4105
11/25/2025,69.47348785,Blackout period,CASH,4027155.742,742891.7454
11/26/2025,70.70283508,Blackout period,CASH,4027554.43,756037.3631
11/28/2025,71.77227783,Blackout period,CASH,4027953.158,767473.0951
12/1/2025,71.31251526,Blackout period,CASH,4028351.925,762556.7763
12/2/2025,72.43193054,Blackout period,CASH,4028750.732,774526.873
12/3/2025,72.75176239,Blackout period,CASH,4029149.579,777946.889
12/4/2025,72.58185577,Blackout period,CASH,4029548.464,776130.0488
12/5/2025,73.18153381,Blackout period,CASH,4029947.39,782542.5075
12/8/2025,72.85170746,Blackout period,CASH,4030346.354,779015.6186
12/9/2025,73.0615921,Blackout period,CASH,4030745.359,781259.9505
12/10/2025,73.62130737,Blackout period,CASH,4031144.402,787245.0804
12/11/2025,73.14155579,Blackout period,CASH,4031543.486,782115.0157
12/12/2025,70.30304718,Blackout period,CASH,4031942.609,751762.3635
12/15/2025,69.59342194,Blackout period,CASH,4032341.771,744174.2209
12/16/2025,69.86328125,Blackout period,CASH,4032740.973,747059.8721
12/17/2025,67.24465179,Blackout period,CASH,4033140.214,719058.4248
12/18/2025,69.20362091,Blackout period,CASH,4033539.495,740006.0126
12/19/2025,71.01267242,Blackout period,CASH,4033938.815,759350.5061
12/22/2025,71.63234711,Blackout period,CASH,4034338.175,765976.7923
12/23/2025,72.32199097,Blackout period,CASH,4034737.575,773351.2706
12/24/2025,72.71491241,Blackout period,CASH,4035137.014,777552.846
12/26/2025,72.66491699,Blackout period,CASH,4035536.492,777018.2365
12/29/2025,71.94506073,Blackout period,CASH,4035936.011,769320.6919
12/30/2025,71.59513855,Blackout period,CASH,4036335.568,765578.9149
12/31/2025,70.39539337,Blackout period,CASH,4036735.165,752749.8369
1/2/2026,70.08544922,Blackout period,CASH,4037134.802,749435.5517
1/5/2026,71.18521881,Blackout period,CASH,4037534.479,761195.5738
1/6/2026,72.44496155,Blackout period,CASH,4037934.194,774666.2158
1/7/2026,72.57492828,Blackout period,CASH,4038333.95,776055.972
1/8/2026,71.73510742,Blackout period,CASH,4038733.745,767075.6256
1/9/2026,73.12481689,Blackout period,CASH,4039133.58,781936.0238
1/12/2026,73.25479126,Blackout period,CASH,4039533.454,783325.8617
1/13/2026,72.99485016,Blackout period,CASH,4039933.368,780546.2676
1/14/2026,71.47515869,Blackout period,CASH,4040333.321,764295.9499
1/15/2026,71.92507172,Blackout period,CASH,4040733.314,769106.946
1/16/2026,71.73510742,Blackout period,CASH,4041133.347,767075.6256
1/20/2026,68.71573639,Blackout period,CASH,4041533.419,734788.981
1/21/2026,70.52536011,Blackout period,CASH,4041933.531,754139.5932
1/22/2026,71.59513855,Blackout period,CASH,4042333.682,765578.9149
1/23/2026,72.03504944,Blackout period,CASH,4042733.873,770282.9563
1/26/2026,72.64492035,Blackout period,CASH,4043134.104,776804.409
1/27/2026,73.94464874,Blackout period,CASH,4043534.374,790702.6244
1/28/2026,74.34456635,Blackout period,CASH,4043934.684,794979.0109
1/29/2026,73.50473785,Blackout period,CASH,4044335.033,785998.5829
1/30/2026,71.69511414,Blackout period,CASH,4044735.423,766647.9707
2/2/2026,72.71491241,Blackout period,CASH,4045135.851,777552.846
2/3/2026,70.44537354,Blackout period,CASH,4045536.32,753284.2833
2/4/2026,67.96589661,Blackout period,CASH,4045936.828,726770.8175
2/5/2026,66.02629852,Blackout period,CASH,4046337.376,706030.3674
2/6/2026,68.77572632,Blackout period,CASH,4046737.963,735430.4635
2/9/2026,69.81550598,Blackout period,CASH,4047138.59,746549.0031
2/10/2026,69.16564178,Blackout period,CASH,4047539.257,739599.8954
2/11/2026,69.50556946,Blackout period,CASH,4047939.963,743234.7995
2/12/2026,66.67616272,Blackout period,CASH,4048340.709,712979.4751
2/13/2026,66.90611267,Blackout period,CASH,4048741.495,715438.3688
2/17/2026,66.75614166,Blackout period,CASH,4049142.321,713834.7034
2/18/2026,67.73593903,Blackout period,CASH,4049543.186,724311.8423
2/19/2026,67.2260437,Blackout period,CASH,4049944.09,718859.4453
2/20/2026,68.38580322,Blackout period,CASH,4050345.035,731260.9499
2/23/2026,66.73614502,Blackout period,CASH,4050746.019,713620.876
2/24/2026,68.11585999,Blackout period,CASH,4051147.043,728374.4013
2/25/2026,70.06546021,Blackout period,CASH,4051548.106,749221.8059
2/26/2026,68.42579651,Blackout period,CASH,4051949.21,731688.6049
2/27/2026,67.97588348,Blackout period,CASH,4052350.353,726877.6088
3/2/2026,68.11585999,Blackout period,CASH,4052751.535,728374.4013
3/3/2026,66.66616058,Blackout period,CASH,4053152.758,712872.5205
3/4/2026,68.63575745,Blackout period,CASH,4053554.02,733933.7527
3/5/2026,68.24583435,Blackout period,CASH,4053955.322,729764.2391
3/6/2026,66.1762619,Blackout period,CASH,4054356.663,707633.9511
3/9/2026,67.92590332,Blackout period,CASH,4054758.045,726343.1625
3/10/2026,67.89591217,Blackout period,CASH,4055159.466,726022.4621
3/11/2026,67.88591003,Blackout period,CASH,4055560.926,725915.5075
3/12/2026,65.56639099,Blackout period,CASH,4055962.427,701112.4984
3/13/2026,64.74655914,Blackout period,CASH,4056363.967,692345.8979
3/16/2026,66.1762619,Blackout period,CASH,4056765.547,707633.9511
3/17/2026,66.83612061,Blackout period,CASH,4057167.167,714689.9318
3/18/2026,64.93651581,Blackout period,CASH,4057568.827,694377.1367
3/19/2026,64.51660919,Blackout period,CASH,4057970.526,689887.0043
3/20/2026,62.11710739,Blackout period,CASH,4058372.265,664228.726
3/23/2026,63.56680679,Blackout period,CASH,4058774.044,679730.6067
3/24/2026,62.6269989,Blackout period,CASH,4059175.862,669681.0821
3/25/2026,63.43000031,Blackout period,CASH,4059577.721,678267.7119
3/26/2026,60.43000031,Blackout period,CASH,4059979.619,646188.2049
3/27/2026,58.04999924,Blackout period,CASH,4060381.557,620738.4513
3/30/2026,57.15999985,Blackout period,CASH,4060783.535,611221.5375
3/31/2026,61,Blackout period,CASH,4061185.552,652283.308
4/1/2026,62.49000168,Blackout period,CASH,4061587.61,668216.1477
4/2/2026,62.59999847,Blackout period,CASH,4061989.707,669392.362
4/6/2026,63.34999847,Blackout period,CASH,4062391.844,677412.2387
4/7/2026,63.38999939,Blackout period,CASH,4062794.021,677839.9753
4/8/2026,67.08000183,Blackout period,CASH,4063196.237,717297.7949
4/9/2026,68.01000214,Blackout period,CASH,4063598.494,727242.4454
4/10/2026,68.19000244,Blackout period,CASH,4064000.79,729167.219
